noisy_image_path,original_image_path,noise_type,noise_params
DATA\noisy\train\189029_sp.jpg,DATA\original\189029.jpg,salt_and_pepper,prob=0.029
DATA\noisy\train\225017_gauss.jpg,DATA\original\225017.jpg,gaussian,"mean=-4,std=25"
DATA\noisy\train\225017_poisson.jpg,DATA\original\225017.jpg,poisson,scale=0.72
DATA\noisy\train\225017_sp.jpg,DATA\original\225017.jpg,salt_and_pepper,prob=0.029
DATA\noisy\train\353013_gauss.jpg,DATA\original\353013.jpg,gaussian,"mean=-2,std=18"
DATA\noisy\train\353013_poisson.jpg,DATA\original\353013.jpg,poisson,scale=0.74
DATA\noisy\train\353013_sp.jpg,DATA\original\353013.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\238011_gauss.jpg,DATA\original\238011.jpg,gaussian,"mean=-1,std=16"
DATA\noisy\train\238011_poisson.jpg,DATA\original\238011.jpg,poisson,scale=1.48
DATA\noisy\train\238011_sp.jpg,DATA\original\238011.jpg,salt_and_pepper,prob=0.016
DATA\noisy\train\62096_gauss.jpg,DATA\original\62096.jpg,gaussian,"mean=2,std=19"
DATA\noisy\train\62096_poisson.jpg,DATA\original\62096.jpg,poisson,scale=1.32
DATA\noisy\train\62096_sp.jpg,DATA\original\62096.jpg,salt_and_pepper,prob=0.03
DATA\noisy\train\100007_gauss.jpg,DATA\original\100007.jpg,gaussian,"mean=-5,std=13"
DATA\noisy\train\100007_poisson.jpg,DATA\original\100007.jpg,poisson,scale=0.82
DATA\noisy\train\100007_sp.jpg,DATA\original\100007.jpg,salt_and_pepper,prob=0.021
DATA\noisy\train\71099_gauss.jpg,DATA\original\71099.jpg,gaussian,"mean=-2,std=6"
DATA\noisy\train\71099_poisson.jpg,DATA\original\71099.jpg,poisson,scale=1.28
DATA\noisy\train\71099_sp.jpg,DATA\original\71099.jpg,salt_and_pepper,prob=0.014
DATA\noisy\train\160068_gauss.jpg,DATA\original\160068.jpg,gaussian,"mean=4,std=24"
DATA\noisy\train\160068_poisson.jpg,DATA\original\160068.jpg,poisson,scale=1.82
DATA\noisy\train\160068_sp.jpg,DATA\original\160068.jpg,salt_and_pepper,prob=0.032
DATA\noisy\train\108073_gauss.jpg,DATA\original\108073.jpg,gaussian,"mean=1,std=27"
DATA\noisy\train\108073_poisson.jpg,DATA\original\108073.jpg,poisson,scale=1.01
DATA\noisy\train\108073_sp.jpg,DATA\original\108073.jpg,salt_and_pepper,prob=0.05
DATA\noisy\train\254033_gauss.jpg,DATA\original\254033.jpg,gaussian,"mean=-4,std=30"
DATA\noisy\train\254033_poisson.jpg,DATA\original\254033.jpg,poisson,scale=1.56
DATA\noisy\train\254033_sp.jpg,DATA\original\254033.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\5096_gauss.jpg,DATA\original\5096.jpg,gaussian,"mean=-3,std=25"
DATA\noisy\train\5096_poisson.jpg,DATA\original\5096.jpg,poisson,scale=1.04
DATA\noisy\train\5096_sp.jpg,DATA\original\5096.jpg,salt_and_pepper,prob=0.01
DATA\noisy\train\120003_gauss.jpg,DATA\original\120003.jpg,gaussian,"mean=5,std=16"
DATA\noisy\train\120003_poisson.jpg,DATA\original\120003.jpg,poisson,scale=1.62
DATA\noisy\train\120003_sp.jpg,DATA\original\120003.jpg,salt_and_pepper,prob=0.01
DATA\noisy\train\87015_gauss.jpg,DATA\original\87015.jpg,gaussian,"mean=-2,std=27"
DATA\noisy\train\87015_poisson.jpg,DATA\original\87015.jpg,poisson,scale=0.58
DATA\noisy\train\87015_sp.jpg,DATA\original\87015.jpg,salt_and_pepper,prob=0.024
DATA\noisy\train\113009_gauss.jpg,DATA\original\113009.jpg,gaussian,"mean=1,std=7"
DATA\noisy\train\113009_poisson.jpg,DATA\original\113009.jpg,poisson,scale=1.32
DATA\noisy\train\113009_sp.jpg,DATA\original\113009.jpg,salt_and_pepper,prob=0.029
DATA\noisy\train\48025_gauss.jpg,DATA\original\48025.jpg,gaussian,"mean=3,std=7"
DATA\noisy\train\48025_poisson.jpg,DATA\original\48025.jpg,poisson,scale=0.96
DATA\noisy\train\48025_sp.jpg,DATA\original\48025.jpg,salt_and_pepper,prob=0.011
DATA\noisy\train\147091_gauss.jpg,DATA\original\147091.jpg,gaussian,"mean=-4,std=22"
DATA\noisy\train\147091_poisson.jpg,DATA\original\147091.jpg,poisson,scale=1.32
DATA\noisy\train\147091_sp.jpg,DATA\original\147091.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\232076_gauss.jpg,DATA\original\232076.jpg,gaussian,"mean=0,std=24"
DATA\noisy\train\232076_poisson.jpg,DATA\original\232076.jpg,poisson,scale=0.52
DATA\noisy\train\232076_sp.jpg,DATA\original\232076.jpg,salt_and_pepper,prob=0.011
DATA\noisy\train\168084_gauss.jpg,DATA\original\168084.jpg,gaussian,"mean=4,std=5"
DATA\noisy\train\168084_poisson.jpg,DATA\original\168084.jpg,poisson,scale=1.43
DATA\noisy\train\168084_sp.jpg,DATA\original\168084.jpg,salt_and_pepper,prob=0.043
DATA\noisy\train\187083_gauss.jpg,DATA\original\187083.jpg,gaussian,"mean=-4,std=10"
DATA\noisy\train\187083_poisson.jpg,DATA\original\187083.jpg,poisson,scale=1.52
DATA\noisy\train\187083_sp.jpg,DATA\original\187083.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\227040_gauss.jpg,DATA\original\227040.jpg,gaussian,"mean=3,std=7"
DATA\noisy\train\227040_poisson.jpg,DATA\original\227040.jpg,poisson,scale=0.97
DATA\noisy\train\227040_sp.jpg,DATA\original\227040.jpg,salt_and_pepper,prob=0.023
DATA\noisy\train\71076_gauss.jpg,DATA\original\71076.jpg,gaussian,"mean=-3,std=20"
DATA\noisy\train\71076_poisson.jpg,DATA\original\71076.jpg,poisson,scale=0.65
DATA\noisy\train\71076_sp.jpg,DATA\original\71076.jpg,salt_and_pepper,prob=0.043
DATA\noisy\train\164046_gauss.jpg,DATA\original\164046.jpg,gaussian,"mean=5,std=30"
DATA\noisy\train\164046_poisson.jpg,DATA\original\164046.jpg,poisson,scale=1.88
DATA\noisy\train\164046_sp.jpg,DATA\original\164046.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\196040_gauss.jpg,DATA\original\196040.jpg,gaussian,"mean=-2,std=8"
DATA\noisy\train\196040_poisson.jpg,DATA\original\196040.jpg,poisson,scale=1.14
DATA\noisy\train\196040_sp.jpg,DATA\original\196040.jpg,salt_and_pepper,prob=0.027
DATA\noisy\train\376043_gauss.jpg,DATA\original\376043.jpg,gaussian,"mean=-1,std=16"
DATA\noisy\train\376043_poisson.jpg,DATA\original\376043.jpg,poisson,scale=1.59
DATA\noisy\train\376043_sp.jpg,DATA\original\376043.jpg,salt_and_pepper,prob=0.05
DATA\noisy\train\14085_gauss.jpg,DATA\original\14085.jpg,gaussian,"mean=-5,std=7"
DATA\noisy\train\14085_poisson.jpg,DATA\original\14085.jpg,poisson,scale=1.47
DATA\noisy\train\14085_sp.jpg,DATA\original\14085.jpg,salt_and_pepper,prob=0.01
DATA\noisy\train\188025_gauss.jpg,DATA\original\188025.jpg,gaussian,"mean=-3,std=29"
DATA\noisy\train\188025_poisson.jpg,DATA\original\188025.jpg,poisson,scale=1.46
DATA\noisy\train\188025_sp.jpg,DATA\original\188025.jpg,salt_and_pepper,prob=0.038
DATA\noisy\train\12074_gauss.jpg,DATA\original\12074.jpg,gaussian,"mean=-2,std=17"
DATA\noisy\train\12074_poisson.jpg,DATA\original\12074.jpg,poisson,scale=0.95
DATA\noisy\train\12074_sp.jpg,DATA\original\12074.jpg,salt_and_pepper,prob=0.046
DATA\noisy\train\24063_gauss.jpg,DATA\original\24063.jpg,gaussian,"mean=3,std=21"
DATA\noisy\train\24063_poisson.jpg,DATA\original\24063.jpg,poisson,scale=1.34
DATA\noisy\train\24063_sp.jpg,DATA\original\24063.jpg,salt_and_pepper,prob=0.031
DATA\noisy\train\51084_gauss.jpg,DATA\original\51084.jpg,gaussian,"mean=2,std=27"
DATA\noisy\train\51084_poisson.jpg,DATA\original\51084.jpg,poisson,scale=1.42
DATA\noisy\train\51084_sp.jpg,DATA\original\51084.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\134008_gauss.jpg,DATA\original\134008.jpg,gaussian,"mean=-5,std=30"
DATA\noisy\train\134008_poisson.jpg,DATA\original\134008.jpg,poisson,scale=1.93
DATA\noisy\train\134008_sp.jpg,DATA\original\134008.jpg,salt_and_pepper,prob=0.023
DATA\noisy\train\216066_gauss.jpg,DATA\original\216066.jpg,gaussian,"mean=1,std=27"
DATA\noisy\train\216066_poisson.jpg,DATA\original\216066.jpg,poisson,scale=1.2
DATA\noisy\train\216066_sp.jpg,DATA\original\216066.jpg,salt_and_pepper,prob=0.024
DATA\noisy\train\12003_gauss.jpg,DATA\original\12003.jpg,gaussian,"mean=-2,std=20"
DATA\noisy\train\12003_poisson.jpg,DATA\original\12003.jpg,poisson,scale=0.59
DATA\noisy\train\12003_sp.jpg,DATA\original\12003.jpg,salt_and_pepper,prob=0.044
DATA\noisy\train\253092_gauss.jpg,DATA\original\253092.jpg,gaussian,"mean=4,std=28"
DATA\noisy\train\253092_poisson.jpg,DATA\original\253092.jpg,poisson,scale=0.86
DATA\noisy\train\253092_sp.jpg,DATA\original\253092.jpg,salt_and_pepper,prob=0.04
DATA\noisy\train\181018_gauss.jpg,DATA\original\181018.jpg,gaussian,"mean=-4,std=15"
DATA\noisy\train\181018_poisson.jpg,DATA\original\181018.jpg,poisson,scale=0.91
DATA\noisy\train\181018_sp.jpg,DATA\original\181018.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\277053_gauss.jpg,DATA\original\277053.jpg,gaussian,"mean=5,std=23"
DATA\noisy\train\277053_poisson.jpg,DATA\original\277053.jpg,poisson,scale=0.96
DATA\noisy\train\277053_sp.jpg,DATA\original\277053.jpg,salt_and_pepper,prob=0.03
DATA\noisy\train\304074_gauss.jpg,DATA\original\304074.jpg,gaussian,"mean=0,std=28"
DATA\noisy\train\304074_poisson.jpg,DATA\original\304074.jpg,poisson,scale=1.02
DATA\noisy\train\304074_sp.jpg,DATA\original\304074.jpg,salt_and_pepper,prob=0.026
DATA\noisy\train\311081_gauss.jpg,DATA\original\311081.jpg,gaussian,"mean=1,std=9"
DATA\noisy\train\311081_poisson.jpg,DATA\original\311081.jpg,poisson,scale=1.55
DATA\noisy\train\311081_sp.jpg,DATA\original\311081.jpg,salt_and_pepper,prob=0.021
DATA\noisy\train\376020_gauss.jpg,DATA\original\376020.jpg,gaussian,"mean=-3,std=13"
DATA\noisy\train\376020_poisson.jpg,DATA\original\376020.jpg,poisson,scale=1.95
DATA\noisy\train\376020_sp.jpg,DATA\original\376020.jpg,salt_and_pepper,prob=0.038
DATA\noisy\train\65019_gauss.jpg,DATA\original\65019.jpg,gaussian,"mean=0,std=19"
DATA\noisy\train\65019_poisson.jpg,DATA\original\65019.jpg,poisson,scale=1.53
DATA\noisy\train\65019_sp.jpg,DATA\original\65019.jpg,salt_and_pepper,prob=0.021
DATA\noisy\train\145014_gauss.jpg,DATA\original\145014.jpg,gaussian,"mean=-4,std=18"
DATA\noisy\train\145014_poisson.jpg,DATA\original\145014.jpg,poisson,scale=0.96
DATA\noisy\train\145014_sp.jpg,DATA\original\145014.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\87065_gauss.jpg,DATA\original\87065.jpg,gaussian,"mean=1,std=17"
DATA\noisy\train\87065_poisson.jpg,DATA\original\87065.jpg,poisson,scale=0.73
DATA\noisy\train\87065_sp.jpg,DATA\original\87065.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\296059_gauss.jpg,DATA\original\296059.jpg,gaussian,"mean=3,std=22"
DATA\noisy\train\296059_poisson.jpg,DATA\original\296059.jpg,poisson,scale=1.88
DATA\noisy\train\296059_sp.jpg,DATA\original\296059.jpg,salt_and_pepper,prob=0.013
DATA\noisy\train\189096_gauss.jpg,DATA\original\189096.jpg,gaussian,"mean=1,std=21"
DATA\noisy\train\189096_poisson.jpg,DATA\original\189096.jpg,poisson,scale=0.9
DATA\noisy\train\189096_sp.jpg,DATA\original\189096.jpg,salt_and_pepper,prob=0.046
DATA\noisy\train\159022_gauss.jpg,DATA\original\159022.jpg,gaussian,"mean=-4,std=7"
DATA\noisy\train\159022_poisson.jpg,DATA\original\159022.jpg,poisson,scale=1.43
DATA\noisy\train\159022_sp.jpg,DATA\original\159022.jpg,salt_and_pepper,prob=0.031
DATA\noisy\train\249061_gauss.jpg,DATA\original\249061.jpg,gaussian,"mean=0,std=5"
DATA\noisy\train\249061_poisson.jpg,DATA\original\249061.jpg,poisson,scale=0.77
DATA\noisy\train\249061_sp.jpg,DATA\original\249061.jpg,salt_and_pepper,prob=0.018
DATA\noisy\train\347031_gauss.jpg,DATA\original\347031.jpg,gaussian,"mean=-1,std=22"
DATA\noisy\train\347031_poisson.jpg,DATA\original\347031.jpg,poisson,scale=1.24
DATA\noisy\train\347031_sp.jpg,DATA\original\347031.jpg,salt_and_pepper,prob=0.021
DATA\noisy\train\135037_gauss.jpg,DATA\original\135037.jpg,gaussian,"mean=-1,std=24"
DATA\noisy\train\135037_poisson.jpg,DATA\original\135037.jpg,poisson,scale=0.92
DATA\noisy\train\135037_sp.jpg,DATA\original\135037.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\306005_gauss.jpg,DATA\original\306005.jpg,gaussian,"mean=-5,std=24"
DATA\noisy\train\306005_poisson.jpg,DATA\original\306005.jpg,poisson,scale=1.48
DATA\noisy\train\306005_sp.jpg,DATA\original\306005.jpg,salt_and_pepper,prob=0.018
DATA\noisy\train\159045_gauss.jpg,DATA\original\159045.jpg,gaussian,"mean=-1,std=16"
DATA\noisy\train\159045_poisson.jpg,DATA\original\159045.jpg,poisson,scale=1.21
DATA\noisy\train\159045_sp.jpg,DATA\original\159045.jpg,salt_and_pepper,prob=0.029
DATA\noisy\train\183055_gauss.jpg,DATA\original\183055.jpg,gaussian,"mean=5,std=16"
DATA\noisy\train\183055_poisson.jpg,DATA\original\183055.jpg,poisson,scale=0.74
DATA\noisy\train\183055_sp.jpg,DATA\original\183055.jpg,salt_and_pepper,prob=0.03
DATA\noisy\train\268074_gauss.jpg,DATA\original\268074.jpg,gaussian,"mean=-4,std=20"
DATA\noisy\train\268074_poisson.jpg,DATA\original\268074.jpg,poisson,scale=1.07
DATA\noisy\train\268074_sp.jpg,DATA\original\268074.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\250087_gauss.jpg,DATA\original\250087.jpg,gaussian,"mean=-4,std=14"
DATA\noisy\train\250087_poisson.jpg,DATA\original\250087.jpg,poisson,scale=1.16
DATA\noisy\train\250087_sp.jpg,DATA\original\250087.jpg,salt_and_pepper,prob=0.021
DATA\noisy\train\61086_gauss.jpg,DATA\original\61086.jpg,gaussian,"mean=2,std=21"
DATA\noisy\train\61086_poisson.jpg,DATA\original\61086.jpg,poisson,scale=1.13
DATA\noisy\train\61086_sp.jpg,DATA\original\61086.jpg,salt_and_pepper,prob=0.026
DATA\noisy\train\230098_gauss.jpg,DATA\original\230098.jpg,gaussian,"mean=2,std=17"
DATA\noisy\train\230098_poisson.jpg,DATA\original\230098.jpg,poisson,scale=1.81
DATA\noisy\train\230098_sp.jpg,DATA\original\230098.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\176035_gauss.jpg,DATA\original\176035.jpg,gaussian,"mean=-5,std=30"
DATA\noisy\train\176035_poisson.jpg,DATA\original\176035.jpg,poisson,scale=0.85
DATA\noisy\train\176035_sp.jpg,DATA\original\176035.jpg,salt_and_pepper,prob=0.027
DATA\noisy\train\69040_gauss.jpg,DATA\original\69040.jpg,gaussian,"mean=-3,std=24"
DATA\noisy\train\69040_poisson.jpg,DATA\original\69040.jpg,poisson,scale=0.69
DATA\noisy\train\69040_sp.jpg,DATA\original\69040.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\55067_gauss.jpg,DATA\original\55067.jpg,gaussian,"mean=-5,std=9"
DATA\noisy\train\55067_poisson.jpg,DATA\original\55067.jpg,poisson,scale=0.88
DATA\noisy\train\55067_sp.jpg,DATA\original\55067.jpg,salt_and_pepper,prob=0.014
DATA\noisy\train\28096_gauss.jpg,DATA\original\28096.jpg,gaussian,"mean=-3,std=11"
DATA\noisy\train\28096_poisson.jpg,DATA\original\28096.jpg,poisson,scale=1.17
DATA\noisy\train\28096_sp.jpg,DATA\original\28096.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\388006_gauss.jpg,DATA\original\388006.jpg,gaussian,"mean=1,std=18"
DATA\noisy\train\388006_poisson.jpg,DATA\original\388006.jpg,poisson,scale=1.57
DATA\noisy\train\388006_sp.jpg,DATA\original\388006.jpg,salt_and_pepper,prob=0.048
DATA\noisy\train\118031_gauss.jpg,DATA\original\118031.jpg,gaussian,"mean=4,std=28"
DATA\noisy\train\118031_poisson.jpg,DATA\original\118031.jpg,poisson,scale=1.66
DATA\noisy\train\118031_sp.jpg,DATA\original\118031.jpg,salt_and_pepper,prob=0.035
DATA\noisy\train\173036_gauss.jpg,DATA\original\173036.jpg,gaussian,"mean=-1,std=14"
DATA\noisy\train\173036_poisson.jpg,DATA\original\173036.jpg,poisson,scale=0.7
DATA\noisy\train\173036_sp.jpg,DATA\original\173036.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\187071_gauss.jpg,DATA\original\187071.jpg,gaussian,"mean=3,std=7"
DATA\noisy\train\187071_poisson.jpg,DATA\original\187071.jpg,poisson,scale=0.84
DATA\noisy\train\187071_sp.jpg,DATA\original\187071.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\105053_gauss.jpg,DATA\original\105053.jpg,gaussian,"mean=-5,std=30"
DATA\noisy\train\105053_poisson.jpg,DATA\original\105053.jpg,poisson,scale=1.87
DATA\noisy\train\105053_sp.jpg,DATA\original\105053.jpg,salt_and_pepper,prob=0.046
DATA\noisy\train\106025_gauss.jpg,DATA\original\106025.jpg,gaussian,"mean=4,std=24"
DATA\noisy\train\106025_poisson.jpg,DATA\original\106025.jpg,poisson,scale=1.45
DATA\noisy\train\106025_sp.jpg,DATA\original\106025.jpg,salt_and_pepper,prob=0.031
DATA\noisy\train\296007_gauss.jpg,DATA\original\296007.jpg,gaussian,"mean=0,std=7"
DATA\noisy\train\296007_poisson.jpg,DATA\original\296007.jpg,poisson,scale=0.75
DATA\noisy\train\296007_sp.jpg,DATA\original\296007.jpg,salt_and_pepper,prob=0.018
DATA\noisy\train\157032_gauss.jpg,DATA\original\157032.jpg,gaussian,"mean=1,std=29"
DATA\noisy\train\157032_poisson.jpg,DATA\original\157032.jpg,poisson,scale=1.44
DATA\noisy\train\157032_sp.jpg,DATA\original\157032.jpg,salt_and_pepper,prob=0.019
DATA\noisy\train\385028_gauss.jpg,DATA\original\385028.jpg,gaussian,"mean=-1,std=7"
DATA\noisy\train\385028_poisson.jpg,DATA\original\385028.jpg,poisson,scale=0.89
DATA\noisy\train\385028_sp.jpg,DATA\original\385028.jpg,salt_and_pepper,prob=0.048
DATA\noisy\train\365072_gauss.jpg,DATA\original\365072.jpg,gaussian,"mean=-4,std=24"
DATA\noisy\train\365072_poisson.jpg,DATA\original\365072.jpg,poisson,scale=1.37
DATA\noisy\train\365072_sp.jpg,DATA\original\365072.jpg,salt_and_pepper,prob=0.038
DATA\noisy\train\147021_gauss.jpg,DATA\original\147021.jpg,gaussian,"mean=-2,std=14"
DATA\noisy\train\147021_poisson.jpg,DATA\original\147021.jpg,poisson,scale=1.56
DATA\noisy\train\147021_sp.jpg,DATA\original\147021.jpg,salt_and_pepper,prob=0.04
DATA\noisy\train\59078_gauss.jpg,DATA\original\59078.jpg,gaussian,"mean=2,std=21"
DATA\noisy\train\59078_poisson.jpg,DATA\original\59078.jpg,poisson,scale=1.01
DATA\noisy\train\59078_sp.jpg,DATA\original\59078.jpg,salt_and_pepper,prob=0.04
DATA\noisy\train\81090_gauss.jpg,DATA\original\81090.jpg,gaussian,"mean=-2,std=24"
DATA\noisy\train\81090_poisson.jpg,DATA\original\81090.jpg,poisson,scale=1.44
DATA\noisy\train\81090_sp.jpg,DATA\original\81090.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\151087_gauss.jpg,DATA\original\151087.jpg,gaussian,"mean=4,std=13"
DATA\noisy\train\151087_poisson.jpg,DATA\original\151087.jpg,poisson,scale=1.99
DATA\noisy\train\151087_sp.jpg,DATA\original\151087.jpg,salt_and_pepper,prob=0.036
DATA\noisy\train\35008_gauss.jpg,DATA\original\35008.jpg,gaussian,"mean=-2,std=16"
DATA\noisy\train\35008_poisson.jpg,DATA\original\35008.jpg,poisson,scale=1.46
DATA\noisy\train\35008_sp.jpg,DATA\original\35008.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\176051_gauss.jpg,DATA\original\176051.jpg,gaussian,"mean=-3,std=10"
DATA\noisy\train\176051_poisson.jpg,DATA\original\176051.jpg,poisson,scale=1.76
DATA\noisy\train\176051_sp.jpg,DATA\original\176051.jpg,salt_and_pepper,prob=0.049
DATA\noisy\train\238025_gauss.jpg,DATA\original\238025.jpg,gaussian,"mean=-4,std=16"
DATA\noisy\train\238025_poisson.jpg,DATA\original\238025.jpg,poisson,scale=1.52
DATA\noisy\train\238025_sp.jpg,DATA\original\238025.jpg,salt_and_pepper,prob=0.026
DATA\noisy\train\163085_gauss.jpg,DATA\original\163085.jpg,gaussian,"mean=3,std=26"
DATA\noisy\train\163085_poisson.jpg,DATA\original\163085.jpg,poisson,scale=1.71
DATA\noisy\train\163085_sp.jpg,DATA\original\163085.jpg,salt_and_pepper,prob=0.037
DATA\noisy\train\81095_gauss.jpg,DATA\original\81095.jpg,gaussian,"mean=1,std=9"
DATA\noisy\train\81095_poisson.jpg,DATA\original\81095.jpg,poisson,scale=1.16
DATA\noisy\train\81095_sp.jpg,DATA\original\81095.jpg,salt_and_pepper,prob=0.016
DATA\noisy\train\242078_gauss.jpg,DATA\original\242078.jpg,gaussian,"mean=-2,std=21"
DATA\noisy\train\242078_poisson.jpg,DATA\original\242078.jpg,poisson,scale=1.18
DATA\noisy\train\242078_sp.jpg,DATA\original\242078.jpg,salt_and_pepper,prob=0.031
DATA\noisy\train\317043_gauss.jpg,DATA\original\317043.jpg,gaussian,"mean=4,std=29"
DATA\noisy\train\317043_poisson.jpg,DATA\original\317043.jpg,poisson,scale=1.42
DATA\noisy\train\317043_sp.jpg,DATA\original\317043.jpg,salt_and_pepper,prob=0.031
DATA\noisy\train\126007_gauss.jpg,DATA\original\126007.jpg,gaussian,"mean=-1,std=6"
DATA\noisy\train\126007_poisson.jpg,DATA\original\126007.jpg,poisson,scale=1.56
DATA\noisy\train\126007_sp.jpg,DATA\original\126007.jpg,salt_and_pepper,prob=0.015
DATA\noisy\train\384022_gauss.jpg,DATA\original\384022.jpg,gaussian,"mean=3,std=30"
DATA\noisy\train\384022_poisson.jpg,DATA\original\384022.jpg,poisson,scale=1.05
DATA\noisy\train\384022_sp.jpg,DATA\original\384022.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\107072_gauss.jpg,DATA\original\107072.jpg,gaussian,"mean=-3,std=18"
DATA\noisy\train\107072_poisson.jpg,DATA\original\107072.jpg,poisson,scale=1.44
DATA\noisy\train\107072_sp.jpg,DATA\original\107072.jpg,salt_and_pepper,prob=0.025
DATA\noisy\train\19021_gauss.jpg,DATA\original\19021.jpg,gaussian,"mean=3,std=23"
DATA\noisy\train\19021_poisson.jpg,DATA\original\19021.jpg,poisson,scale=1.05
DATA\noisy\train\19021_sp.jpg,DATA\original\19021.jpg,salt_and_pepper,prob=0.043
DATA\noisy\train\227092_gauss.jpg,DATA\original\227092.jpg,gaussian,"mean=2,std=26"
DATA\noisy\train\227092_poisson.jpg,DATA\original\227092.jpg,poisson,scale=1.8
DATA\noisy\train\227092_sp.jpg,DATA\original\227092.jpg,salt_and_pepper,prob=0.034
DATA\noisy\train\361010_gauss.jpg,DATA\original\361010.jpg,gaussian,"mean=-5,std=25"
DATA\noisy\train\361010_poisson.jpg,DATA\original\361010.jpg,poisson,scale=1.96
DATA\noisy\train\361010_sp.jpg,DATA\original\361010.jpg,salt_and_pepper,prob=0.039
DATA\noisy\train\120093_gauss.jpg,DATA\original\120093.jpg,gaussian,"mean=-3,std=15"
DATA\noisy\train\120093_poisson.jpg,DATA\original\120093.jpg,poisson,scale=1.32
DATA\noisy\train\120093_sp.jpg,DATA\original\120093.jpg,salt_and_pepper,prob=0.018
DATA\noisy\train\23084_gauss.jpg,DATA\original\23084.jpg,gaussian,"mean=-1,std=21"
DATA\noisy\train\23084_poisson.jpg,DATA\original\23084.jpg,poisson,scale=1.75
DATA\noisy\train\23084_sp.jpg,DATA\original\23084.jpg,salt_and_pepper,prob=0.048
DATA\noisy\train\60079_gauss.jpg,DATA\original\60079.jpg,gaussian,"mean=5,std=26"
DATA\noisy\train\60079_poisson.jpg,DATA\original\60079.jpg,poisson,scale=1.51
DATA\noisy\train\60079_sp.jpg,DATA\original\60079.jpg,salt_and_pepper,prob=0.038
DATA\noisy\train\42078_gauss.jpg,DATA\original\42078.jpg,gaussian,"mean=1,std=30"
DATA\noisy\train\42078_poisson.jpg,DATA\original\42078.jpg,poisson,scale=1.41
DATA\noisy\train\42078_sp.jpg,DATA\original\42078.jpg,salt_and_pepper,prob=0.011
DATA\noisy\train\156065_gauss.jpg,DATA\original\156065.jpg,gaussian,"mean=4,std=23"
DATA\noisy\train\156065_poisson.jpg,DATA\original\156065.jpg,poisson,scale=1.71
DATA\noisy\train\156065_sp.jpg,DATA\original\156065.jpg,salt_and_pepper,prob=0.042
DATA\noisy\train\274007_gauss.jpg,DATA\original\274007.jpg,gaussian,"mean=-4,std=12"
DATA\noisy\train\274007_poisson.jpg,DATA\original\274007.jpg,poisson,scale=1.74
DATA\noisy\train\274007_sp.jpg,DATA\original\274007.jpg,salt_and_pepper,prob=0.028
DATA\noisy\train\241048_gauss.jpg,DATA\original\241048.jpg,gaussian,"mean=5,std=13"
DATA\noisy\train\241048_poisson.jpg,DATA\original\241048.jpg,poisson,scale=1.08
DATA\noisy\train\241048_sp.jpg,DATA\original\241048.jpg,salt_and_pepper,prob=0.041
DATA\noisy\train\8049_gauss.jpg,DATA\original\8049.jpg,gaussian,"mean=2,std=9"
DATA\noisy\train\8049_poisson.jpg,DATA\original\8049.jpg,poisson,scale=1.23
DATA\noisy\train\8049_sp.jpg,DATA\original\8049.jpg,salt_and_pepper,prob=0.044
DATA\noisy\train\159029_gauss.jpg,DATA\original\159029.jpg,gaussian,"mean=3,std=5"
DATA\noisy\train\159029_poisson.jpg,DATA\original\159029.jpg,poisson,scale=1.4
DATA\noisy\train\159029_sp.jpg,DATA\original\159029.jpg,salt_and_pepper,prob=0.048
DATA\noisy\train\384089_gauss.jpg,DATA\original\384089.jpg,gaussian,"mean=-4,std=25"
DATA\noisy\train\384089_poisson.jpg,DATA\original\384089.jpg,poisson,scale=0.68
DATA\noisy\train\384089_sp.jpg,DATA\original\384089.jpg,salt_and_pepper,prob=0.032
DATA\noisy\train\106005_gauss.jpg,DATA\original\106005.jpg,gaussian,"mean=-5,std=28"
DATA\noisy\train\106005_poisson.jpg,DATA\original\106005.jpg,poisson,scale=1.1
DATA\noisy\train\106005_sp.jpg,DATA\original\106005.jpg,salt_and_pepper,prob=0.042
DATA\noisy\train\14092_gauss.jpg,DATA\original\14092.jpg,gaussian,"mean=5,std=17"
DATA\noisy\train\14092_poisson.jpg,DATA\original\14092.jpg,poisson,scale=1.3
DATA\noisy\train\14092_sp.jpg,DATA\original\14092.jpg,salt_and_pepper,prob=0.042
DATA\noisy\train\66053_gauss.jpg,DATA\original\66053.jpg,gaussian,"mean=-1,std=21"
